embedding_model,corpus,query_id,difficulty,category,query,relevant_functions,top_1_function,top_5_functions,top_10_functions,first_relevant_rank,reciprocal_rank
bge-small,raw,q_0029,easy,input_output,What processing produces the observed result after parses options reading tokens input stream?,"[""src/UCI.cpp::handleOption::103""]",debug_tests/see_tests.cpp::Test::Debug::see_test::15,"[""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122""]","[""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handleOption::103"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107""]",8,0.125
bge-small,raw,q_0030,moderate,data_flow,How does sets look mate table which calculate expected moves game also become the resulting state across the code?,"[""src/search/search.cpp::initSearchTables::54""]",src/search/see.cpp::see::14,"[""src/search/see.cpp::see::14"", ""src/misc.cpp::parseMove::135"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14""]","[""src/search/see.cpp::see::14"", ""src/misc.cpp::parseMove::135"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/hashtable.cpp::probeHash::81""]",,0.0
bge-small,raw,q_0031,moderate,control_flow,Where should I inspect the decision that changes what happens after splitting allows easy extraction individual patterns within larger text can?,"[""benchmark_tests/perft_tests.cpp::split::21""]",src/UCI.cpp::handleOption::66,"[""src/UCI.cpp::handleOption::66"", ""benchmark_tests/perft_tests.cpp::split::21"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/misc.cpp::split::164""]","[""src/UCI.cpp::handleOption::66"", ""benchmark_tests/perft_tests.cpp::split::21"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/misc.cpp::split::164"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::handlePosition::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/UCI.cpp::handlePosition::122""]",2,0.5
bge-small,raw,q_0032,difficult,cross_function,Where should I trace the handoff between successfully verifies check valid but fails invalid one and reset state calling resetboard which resets followed generating all possible?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""include/board.h::Board::Board::33""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::printBitBoard::27"", ""src/hashtable.cpp::recordHash::114"", ""src/search/see.cpp::see::14""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::printBitBoard::27"", ""src/hashtable.cpp::recordHash::114"", ""src/search/see.cpp::see::14"", ""include/inline_functions.h::getBishopAttacks::52"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""include/board.h::Board::Board::33""]",1,1.0
bge-small,raw,q_0033,difficult,cross_function,Which implementation boundary should I follow between initialises line populating arrays information about rook attacks between squares and uses bitwise operations calculate number rook attacks iterating over all?,"[""src/init.cpp::initialiseLine::416"", ""include/inline_functions.h::getRookAttacks::66""]",src/init.cpp::rookAttacksOnTheFly::241,"[""src/init.cpp::rookAttacksOnTheFly::241"", ""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::getRookAttacks::66"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291""]","[""src/init.cpp::rookAttacksOnTheFly::241"", ""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::getRookAttacks::66"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getBishopAttacks::52"", ""src/init.cpp::bishopAttacksOnTheFly::213"", ""include/inline_functions.h::getBishopXrayAttacks::60"", ""include/inline_functions.h::getQueenAttacks::80"", ""include/inline_functions.h::getRookXrayAttacks::74""]",3,0.3333333333333333
bge-small,raw,q_0034,easy,input_output,How does the system turn prepares evaluation masks chess setting them according positions initializes isolated into an outcome used elsewhere?,"[""src/init.cpp::initEvaluationMasks::358""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::init_tables::22""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::setFileAndRankMask::341""]",1,1.0
bge-small,raw,q_0035,difficult,state_transition,What state is established while the system performs initializes evaluation masks moves setting bitmasks target adjacent squares stored?,"[""src/init.cpp::maskBishopMoves::182""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initEvaluationMasks::358""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::maskKingMoves::162"", ""src/init.cpp::maskBishopMoves::182"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::setFileAndRankMask::341"", ""src/init.cpp::maskRookMoves::198""]",7,0.14285714285714285
bge-small,raw,q_0036,moderate,data_flow,What should I trace to see where the information from calculates number squares between two positions chess considering type whether is consumed?,"[""src/init.cpp::bishopAttacksOnTheFly::213""]",src/eval/evaluation.cpp::evaluate::35,"[""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""include/inline_functions.h::countBits::9"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""include/inline_functions.h::countBits::9"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/misc.cpp::printBitBoard::27"", ""src/init.cpp::initialiseSquaresBetween::400"", ""include/inline_functions.h::getBishopXrayAttacks::60""]",,0.0
bge-small,raw,q_0037,difficult,multi_hop,Which intermediate transformation links initialises line populating arrays information about rook attacks between squares with calculates diagonal using formula sqrt across the call path?,"[""src/init.cpp::initialiseLine::416"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::diagonal_of::394""]",include/inline_functions.h::getBishopXrayAttacks::60,"[""include/inline_functions.h::getBishopXrayAttacks::60"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""include/inline_functions.h::getBishopAttacks::52"", ""include/inline_functions.h::getRookAttacks::66""]","[""include/inline_functions.h::getBishopXrayAttacks::60"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""include/inline_functions.h::getBishopAttacks::52"", ""include/inline_functions.h::getRookAttacks::66"", ""include/inline_functions.h::getQueenAttacks::80"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::maskBishopMoves::182"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::maskKingMoves::162""]",5,0.2
bge-small,raw,q_0038,moderate,data_flow,What should I trace to see where the information from transposition table structure stores key information about previously evaluated positions is consumed?,"[""src/UCI.cpp::cleanUp::233""]",src/hashtable.cpp::initTranspositionTable::48,"[""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]","[""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/hashtable.cpp::probeHash::81"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::checkHashOccupancy::132""]",,0.0
bge-small,raw,q_0039,easy,input_output,What transformation is associated with converts chess algebraic notation representation before a result is returned?,"[""src/misc.cpp::algebraicNotation::88""]",src/misc.cpp::algebraicNotation::88,"[""src/misc.cpp::algebraicNotation::88"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/board.cpp::charToPiece::24"", ""src/misc.cpp::parseMove::135""]","[""src/misc.cpp::algebraicNotation::88"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/board.cpp::charToPiece::24"", ""src/misc.cpp::parseMove::135"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""include/move.h::Move::Move::35"", ""src/hashtable.cpp::generateHashKey::26""]",1,1.0
bge-small,raw,q_0040,moderate,control_flow,What condition changes the execution path for initializes table chess?,"[""src/init.cpp::setOccupancies::269""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14""]","[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/misc.cpp::parseMove::135"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseSquaresBetween::400""]",,0.0
bge-small,raw,q_0041,difficult,state_transition,How is the result of constructs new existing reflected in the next state?,"[""include/move.h::Move::Move::35""]",debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,"[""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71""]","[""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/search/see.cpp::see::14"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60""]",,0.0
bge-small,raw,q_0042,moderate,data_flow,Where does information from benchmarks evaluation capabilities chess engine simulating game scenarios using predefined go before it is consumed?,"[""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125""]",benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71,"[""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125"", ""src/UCI.cpp::UCI::238"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43""]","[""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125"", ""src/UCI.cpp::UCI::238"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/search/see.cpp::see::14"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/eval/evaluation.cpp::evaluate::35""]",3,0.3333333333333333
bge-small,raw,q_0043,easy,input_output,What transformation is associated with reset state calling resetboard which resets followed generating all possible before a result is returned?,"[""include/board.h::Board::Board::33""]",src/UCI.cpp::resetGameVariables::26,"[""src/UCI.cpp::resetGameVariables::26"", ""src/search/see.cpp::see::14"", ""include/board.h::Board::Board::33"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/eval/evaluation.cpp::flip::17""]","[""src/UCI.cpp::resetGameVariables::26"", ""src/search/see.cpp::see::14"", ""include/board.h::Board::Board::33"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/eval/evaluation.cpp::flip::17"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::handlePosition::122"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27""]",3,0.3333333333333333
bge-small,raw,q_0044,easy,functionality,Which part of the code is responsible for store hash key along later ensures moves not stored multiple?,"[""src/hashtable.cpp::recordHash::114""]",src/hashtable.cpp::recordHash::114,"[""src/hashtable.cpp::recordHash::114"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::recordHash::114""]","[""src/hashtable.cpp::recordHash::114"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::generateHashKey::26"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/UCI.cpp::handlePosition::122""]",1,1.0
bge-small,raw,q_0045,easy,functionality,What implementation area explains the behaviour described as transposition table structure stores key information about previously evaluated positions?,"[""src/UCI.cpp::cleanUp::233""]",src/hashtable.cpp::initTranspositionTable::48,"[""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20""]","[""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::probeHash::81"", ""src/eval/evaluation.cpp::init_tables::22""]",,0.0
